review,rating_asli,angka_text,cleaned_review,lowercase,normalisasi,tokenizing,filtering,stemming,stemming_join
"agak jengkel padahal registrasi sudah semua eh giliran mau disimpan selalu muncul keterangan Ooops.. Terjadi Kesalahan silahkan coba lagi.. padahal jaringan gak bermasalah semua ok2 aja tapi pas mau disimpan selalu muncul keterangan tersebut sudah saya coba berulang kali tetap sama aja, kecewa!!!",1,"agak jengkel padahal registrasi sudah semua eh giliran mau disimpan selalu muncul keterangan Ooops.. Terjadi Kesalahan silahkan coba lagi.. padahal jaringan gak bermasalah semua ok dua  aja tapi pas mau disimpan selalu muncul keterangan tersebut sudah saya coba berulang kali tetap sama aja, kecewa!!!",agak jengkel padahal registrasi sudah semua eh giliran mau disimpan selalu muncul keterangan Oops Terjadi Kesalahan silahkan coba lagi padahal jaringan gak bermasalah semua ok aja tapi pas mau disimpan selalu muncul keterangan tersebut sudah saya coba berulang kali tetap sama aja kecewa,agak jengkel padahal registrasi sudah semua eh giliran mau disimpan selalu muncul keterangan oops terjadi kesalahan silahkan coba lagi padahal jaringan gak bermasalah semua ok aja tapi pas mau disimpan selalu muncul keterangan tersebut sudah saya coba berulang kali tetap sama aja kecewa,agak jengkel padahal registrasi sudah semua eh giliran akan disimpan selalu muncul keterangan oops terjadi kesalahan silakan coba lagi padahal jaringan tidak bermasalah semua ok saja tapi pas akan disimpan selalu muncul keterangan tersebut sudah saya coba berulang kali tetap sama saja kecewa,"['agak', 'jengkel', 'padahal', 'registrasi', 'sudah', 'semua', 'eh', 'giliran', 'akan', 'disimpan', 'selalu', 'muncul', 'keterangan', 'oops', 'terjadi', 'kesalahan', 'silakan', 'coba', 'lagi', 'padahal', 'jaringan', 'tidak', 'bermasalah', 'semua', 'ok', 'saja', 'tapi', 'pas', 'akan', 'disimpan', 'selalu', 'muncul', 'keterangan', 'tersebut', 'sudah', 'saya', 'coba', 'berulang', 'kali', 'tetap', 'sama', 'saja', 'kecewa']","['jengkel', 'registrasi', 'giliran', 'disimpan', 'muncul', 'keterangan', 'kesalahan', 'silakan', 'jaringan', 'bermasalah', 'ok', 'pas', 'disimpan', 'muncul', 'keterangan', 'berulang', 'kali', 'kecewa']","['jengkel', 'registrasi', 'gilir', 'simpan', 'muncul', 'terang', 'salah', 'sila', 'jaring', 'masalah', 'ok', 'pas', 'simpan', 'muncul', 'terang', 'ulang', 'kali', 'kecewa']",jengkel registrasi gilir simpan muncul terang salah sila jaring masalah ok pas simpan muncul terang ulang kali kecewa
"susah verifikasi wajah, tolong di bca mobile tambahkan e-statement, karena mybca sulit verifikasi wajah.",1,"susah verifikasi wajah, tolong di bca mobile tambahkan e-statement, karena mybca sulit verifikasi wajah.",susah verifikasi wajah tolong di bca mobile tambahkan e statement karena mybca sulit verifikasi wajah,susah verifikasi wajah tolong di bca mobile tambahkan e statement karena mybca sulit verifikasi wajah,susah verifikasi wajah tolong di bca mobile tambahkan ke statement karena mybca sulit verifikasi wajah,"['susah', 'verifikasi', 'wajah', 'tolong', 'di', 'bca', 'mobile', 'tambahkan', 'ke', 'statement', 'karena', 'mybca', 'sulit', 'verifikasi', 'wajah']","['susah', 'verifikasi', 'wajah', 'bca', 'mobile', 'tambahkan', 'statement', 'mybca', 'sulit', 'verifikasi', 'wajah']","['susah', 'verifikasi', 'wajah', 'bca', 'mobile', 'tambah', 'statement', 'mybca', 'sulit', 'verifikasi', 'wajah']",susah verifikasi wajah bca mobile tambah statement mybca sulit verifikasi wajah
masukin pin aja lemot bener bagus versi lama update Mulu tampilan sama aja,1,masukin pin aja lemot bener bagus versi lama update Mulu tampilan sama aja,masukin pin aja lemot bener bagus versi lama update Mulu tampilan sama aja,masukin pin aja lemot bener bagus versi lama update mulu tampilan sama aja,masukin password saja lambat sangat bagus versi lama perbarui terus tampilan sama saja,"['masukin', 'password', 'saja', 'lambat', 'sangat', 'bagus', 'versi', 'lama', 'perbarui', 'terus', 'tampilan', 'sama', 'saja']","['masukin', 'password', 'lambat', 'bagus', 'versi', 'perbarui', 'tampilan']","['masukin', 'password', 'lambat', 'bagus', 'versi', 'baru', 'tampil']",masukin password lambat bagus versi baru tampil
"ribet, mau login aja harus pake pulsa. padahal mah kasih aja kode otp nya doang, kaga usah tuh pake pulsa segala",1,"ribet, mau login aja harus pake pulsa. padahal mah kasih aja kode otp nya doang, kaga usah tuh pake pulsa segala",ribet mau login aja harus pake pulsa padahal mah kasih aja kode otp nya doang kaga usah tuh pake pulsa segala,ribet mau login aja harus pake pulsa padahal mah kasih aja kode otp nya doang kaga usah tuh pake pulsa segala,rumit akan masuk saja harus pakai pulsa padahal mah kasih saja kode otp nya doang tidak susah tuh pakai pulsa segala,"['rumit', 'akan', 'masuk', 'saja', 'harus', 'pakai', 'pulsa', 'padahal', 'mah', 'kasih', 'saja', 'kode', 'otp', 'nya', 'doang', 'tidak', 'susah', 'tuh', 'pakai', 'pulsa', 'segala']","['rumit', 'masuk', 'pakai', 'pulsa', 'kode', 'otp', 'doang', 'susah', 'pakai', 'pulsa']","['rumit', 'masuk', 'pakai', 'pulsa', 'kode', 'otp', 'doang', 'susah', 'pakai', 'pulsa']",rumit masuk pakai pulsa kode otp doang susah pakai pulsa
ribet daftar nya berbelit belit,1,ribet daftar nya berbelit belit,ribet daftar nya berbelit belit,ribet daftar nya berbelit belit,rumit daftar nya berbelit belit,"['rumit', 'daftar', 'nya', 'berbelit', 'belit']","['rumit', 'daftar', 'berbelit', 'belit']","['rumit', 'daftar', 'belit', 'belit']",rumit daftar belit belit
berat banget di sinyal padahal jaringan bagus,1,berat banget di sinyal padahal jaringan bagus,berat banget di sinyal padahal jaringan bagus,berat banget di sinyal padahal jaringan bagus,berat sangat di sinyal padahal jaringan bagus,"['berat', 'sangat', 'di', 'sinyal', 'padahal', 'jaringan', 'bagus']","['berat', 'sinyal', 'jaringan', 'bagus']","['berat', 'sinyal', 'jaring', 'bagus']",berat sinyal jaring bagus
"verifikasi muka gagal terus, sesuai instruksi juga masih gagal🥲",1,"verifikasi muka gagal terus, sesuai instruksi juga masih gagal🥲",verifikasi muka gagal terus sesuai instruksi juga masih gagal,verifikasi muka gagal terus sesuai instruksi juga masih gagal,verifikasi muka gagal terus sesuai instruksi juga masih gagal,"['verifikasi', 'muka', 'gagal', 'terus', 'sesuai', 'instruksi', 'juga', 'masih', 'gagal']","['verifikasi', 'muka', 'gagal', 'sesuai', 'instruksi', 'gagal']","['verifikasi', 'muka', 'gagal', 'sesuai', 'instruksi', 'gagal']",verifikasi muka gagal sesuai instruksi gagal
rusaakkk,1,rusaakkk,rusak,rusak,rusak,['rusak'],['rusak'],['rusak'],rusak
"Mas mba , hp saya sama sekali tidak bermasalah, aplikasi pun sudah menggunakan versi terbaru , tapi kenapa mau ganti bahasa ga bisa? kenapa? kenapa?",1,"Mas mba , hp saya sama sekali tidak bermasalah, aplikasi pun sudah menggunakan versi terbaru , tapi kenapa mau ganti bahasa ga bisa? kenapa? kenapa?",Mas mba hp saya sama sekali tidak bermasalah aplikasi pun sudah mengunakan versi terbaru tapi kenapa mau ganti bahasa ga bisa kenapa kenapa,mas mba hp saya sama sekali tidak bermasalah aplikasi pun sudah mengunakan versi terbaru tapi kenapa mau ganti bahasa ga bisa kenapa kenapa,mas mba hp saya sama sekali tidak bermasalah aplikasi pun sudah mengunakan versi terbaru tapi kenapa akan ganti bahasa tidak bisa kenapa kenapa,"['mas', 'mba', 'hp', 'saya', 'sama', 'sekali', 'tidak', 'bermasalah', 'aplikasi', 'pun', 'sudah', 'mengunakan', 'versi', 'terbaru', 'tapi', 'kenapa', 'akan', 'ganti', 'bahasa', 'tidak', 'bisa', 'kenapa', 'kenapa']","['hp', 'bermasalah', 'aplikasi', 'mengunakan', 'versi', 'terbaru', 'ganti', 'bahasa']","['hp', 'masalah', 'aplikasi', 'mengunakan', 'versi', 'baru', 'ganti', 'bahasa']",hp masalah aplikasi mengunakan versi baru ganti bahasa
CS HANYA BISA MENYAMPAIKAN UNTUK DITERUSKAN KE TIM TERKAIT. PIHAK BACK OFFICE BCA YG LELET KERJANYA TERLINDUNGI BANGET DENGAN ADANYA CS.,1,CS HANYA BISA MENYAMPAIKAN UNTUK DITERUSKAN KE TIM TERKAIT. PIHAK BACK OFFICE BCA YG LELET KERJANYA TERLINDUNGI BANGET DENGAN ADANYA CS.,CS HANYA BISA MENYAMPAIKAN UNTUK DITERUSKAN KE TIM TERKAIT PIHAK BACK OFICE BCA YG LELET KERJANYA TERLINDUNGI BANGET DENGAN ADANYA CS,cs hanya bisa menyampaikan untuk diteruskan ke tim terkait pihak back ofice bca yg lelet kerjanya terlindungi banget dengan adanya cs,customer service hanya bisa menyampaikan untuk diteruskan ke tim terkait pihak back office bca yang lambat kerjanya terlindungi sangat dengan adanya customer service,"['customer', 'service', 'hanya', 'bisa', 'menyampaikan', 'untuk', 'diteruskan', 'ke', 'tim', 'terkait', 'pihak', 'back', 'office', 'bca', 'yang', 'lambat', 'kerjanya', 'terlindungi', 'sangat', 'dengan', 'adanya', 'customer', 'service']","['customer', 'service', 'diteruskan', 'tim', 'terkait', 'back', 'office', 'bca', 'lambat', 'kerjanya', 'terlindungi', 'customer', 'service']","['customer', 'service', 'terus', 'tim', 'kait', 'back', 'office', 'bca', 'lambat', 'kerja', 'lindung', 'customer', 'service']",customer service terus tim kait back office bca lambat kerja lindung customer service
nyusahin susah proses nya dibikin ribet pindah ke hp yg lain,1,nyusahin susah proses nya dibikin ribet pindah ke hp yg lain,nyusahin susah proses nya dibikin ribet pindah ke hp yg lain,nyusahin susah proses nya dibikin ribet pindah ke hp yg lain,nyusahin susah proses nya dibikin rumit pindah ke hp yang lain,"['nyusahin', 'susah', 'proses', 'nya', 'dibikin', 'rumit', 'pindah', 'ke', 'hp', 'yang', 'lain']","['nyusahin', 'susah', 'proses', 'dibikin', 'rumit', 'pindah', 'hp']","['nyusahin', 'susah', 'proses', 'bikin', 'rumit', 'pindah', 'hp']",nyusahin susah proses bikin rumit pindah hp
jelek,1,jelek,jelek,jelek,jelek,['jelek'],['jelek'],['jelek'],jelek
ni tolong dong setiap saya ada saldo selalu ilang trus ke noll lgi saldo nya padahal saya ada trus isi saldo nya tpi kenapa ngga bisa jga gimana si BCA tanggung jawab dong,1,ni tolong dong setiap saya ada saldo selalu ilang trus ke noll lgi saldo nya padahal saya ada trus isi saldo nya tpi kenapa ngga bisa jga gimana si BCA tanggung jawab dong,ni tolong dong setiap saya ada saldo selalu ilang trus ke nol lgi saldo nya padahal saya ada trus isi saldo nya tpi kenapa nga bisa jga gimana si BCA tanggung jawab dong,ni tolong dong setiap saya ada saldo selalu ilang trus ke nol lgi saldo nya padahal saya ada trus isi saldo nya tpi kenapa nga bisa jga gimana si bca tanggung jawab dong,ini tolong dong setiap saya ada saldo selalu ilang terus ke nol lagi saldo nya padahal saya ada terus isi saldo nya tapi kenapa nga bisa juga bagaimana sih bca tanggung jawab dong,"['ini', 'tolong', 'dong', 'setiap', 'saya', 'ada', 'saldo', 'selalu', 'ilang', 'terus', 'ke', 'nol', 'lagi', 'saldo', 'nya', 'padahal', 'saya', 'ada', 'terus', 'isi', 'saldo', 'nya', 'tapi', 'kenapa', 'nga', 'bisa', 'juga', 'bagaimana', 'sih', 'bca', 'tanggung', 'jawab', 'dong']","['saldo', 'ilang', 'nol', 'saldo', 'isi', 'saldo', 'bca', 'tanggung']","['saldo', 'ilang', 'nol', 'saldo', 'isi', 'saldo', 'bca', 'tanggung']",saldo ilang nol saldo isi saldo bca tanggung
uang ku kok tiba tiba ilng langsung 00 loh anehhh...setidaknya KLO kepake masih ada ratusan ini 000 tiba tiba bangettt anehhh gimana sih baru aja download udh ilngg,1,uang ku kok tiba tiba ilng langsung  nol  nol  loh anehhh...setidaknya KLO kepake masih ada ratusan ini  nol  nol  nol  tiba tiba bangettt anehhh gimana sih baru aja download udh ilngg,uang ku kok tiba tiba ilng langsung loh aneh setidaknya KLO kepake masih ada ratusan ini tiba tiba banget aneh gimana sih baru aja download udh ilng,uang ku kok tiba tiba ilng langsung loh aneh setidaknya klo kepake masih ada ratusan ini tiba tiba banget aneh gimana sih baru aja download udh ilng,uang ku kok tiba tiba ilang langsung loh aneh setidaknya kalau kepake masih ada ratusan ini tiba tiba sangat aneh bagaimana sih baru saja download sudah ilang,"['uang', 'ku', 'kok', 'tiba', 'tiba', 'ilang', 'langsung', 'loh', 'aneh', 'setidaknya', 'kalau', 'kepake', 'masih', 'ada', 'ratusan', 'ini', 'tiba', 'tiba', 'sangat', 'aneh', 'bagaimana', 'sih', 'baru', 'saja', 'download', 'sudah', 'ilang']","['uang', 'ku', 'ilang', 'langsung', 'aneh', 'kepake', 'ratusan', 'aneh', 'download', 'ilang']","['uang', 'ku', 'ilang', 'langsung', 'aneh', 'kepake', 'ratus', 'aneh', 'download', 'ilang']",uang ku ilang langsung aneh kepake ratus aneh download ilang
saya bikin akun mybca kenapa waktu verifikasi video ga bisa terus ini mendesak gimana sih padahal jaringan baik baik aja,1,saya bikin akun mybca kenapa waktu verifikasi video ga bisa terus ini mendesak gimana sih padahal jaringan baik baik aja,saya bikin akun mybca kenapa waktu verifikasi video ga bisa terus ini mendesak gimana sih padahal jaringan baik baik aja,saya bikin akun mybca kenapa waktu verifikasi video ga bisa terus ini mendesak gimana sih padahal jaringan baik baik aja,saya membuat akun mybca kenapa waktu verifikasi video tidak bisa terus ini mendesak bagaimana sih padahal jaringan baik baik saja,"['saya', 'membuat', 'akun', 'mybca', 'kenapa', 'waktu', 'verifikasi', 'video', 'tidak', 'bisa', 'terus', 'ini', 'mendesak', 'bagaimana', 'sih', 'padahal', 'jaringan', 'baik', 'baik', 'saja']","['akun', 'mybca', 'verifikasi', 'video', 'mendesak', 'jaringan']","['akun', 'mybca', 'verifikasi', 'video', 'desak', 'jaring']",akun mybca verifikasi video desak jaring
"ini beneran verif login masih gak bisa juga 2 Minggu?, sidik jari gak bisa di akses,dll,gimana dah,tolong update",1,"ini beneran verif login masih gak bisa juga  dua  Minggu?, sidik jari gak bisa di akses,dll,gimana dah,tolong update",ini beneran verif login masih gak bisa juga Minggu sidik jari gak bisa di akses dl gimana dah tolong update,ini beneran verif login masih gak bisa juga minggu sidik jari gak bisa di akses dl gimana dah tolong update,ini beneran verif masuk masih tidak bisa juga minggu sidik jari tidak bisa di akses dulu bagaimana sudah tolong perbarui,"['ini', 'beneran', 'verif', 'masuk', 'masih', 'tidak', 'bisa', 'juga', 'minggu', 'sidik', 'jari', 'tidak', 'bisa', 'di', 'akses', 'dulu', 'bagaimana', 'sudah', 'tolong', 'perbarui']","['beneran', 'verif', 'masuk', 'minggu', 'sidik', 'jari', 'akses', 'perbarui']","['beneran', 'verif', 'masuk', 'minggu', 'sidik', 'jari', 'akses', 'baru']",beneran verif masuk minggu sidik jari akses baru
"promosinya TDK sesuai kenyataan, katany mau dapet bonus tapi SDH 2minggu blm Dateng juga vocer blanjanya.",1,"promosinya TDK sesuai kenyataan, katany mau dapet bonus tapi SDH  dua minggu blm Dateng juga vocer blanjanya.",promosinya TDK sesuai kenyatan katany mau dapet bonus tapi SDH minggu blm Dateng juga vocer blanjanya,promosinya tdk sesuai kenyatan katany mau dapet bonus tapi sdh minggu blm dateng juga vocer blanjanya,promosinya tidak sesuai kenyatan katany akan dapet bonus tapi sudah minggu belum datang juga voucher belanja,"['promosinya', 'tidak', 'sesuai', 'kenyatan', 'katany', 'akan', 'dapet', 'bonus', 'tapi', 'sudah', 'minggu', 'belum', 'datang', 'juga', 'voucher', 'belanja']","['promosinya', 'sesuai', 'kenyatan', 'katany', 'bonus', 'minggu', 'voucher', 'belanja']","['promosi', 'sesuai', 'kenyat', 'katany', 'bonus', 'minggu', 'voucher', 'belanja']",promosi sesuai kenyat katany bonus minggu voucher belanja
"baru daftar belum memasukan id card sudah di blokir diharuskan menghubungi nmr 1600888 tpi tidak bisa dihubungi daftar ulang tetap tidak bisa, sementata untuk daftar ke kantor terlalu jauh dari daerah saya",1,"baru daftar belum memasukan id card sudah di blokir diharuskan menghubungi nmr  satu  enam  nol  nol  delapan  delapan  delapan  tpi tidak bisa dihubungi daftar ulang tetap tidak bisa, sementata untuk daftar ke kantor terlalu jauh dari daerah saya",baru daftar belum memasukan id card sudah di blokir diharuskan menghubungi nmr tpi tidak bisa dihubungi daftar ulang tetap tidak bisa sementata untuk daftar ke kantor terlalu jauh dari daerah saya,baru daftar belum memasukan id card sudah di blokir diharuskan menghubungi nmr tpi tidak bisa dihubungi daftar ulang tetap tidak bisa sementata untuk daftar ke kantor terlalu jauh dari daerah saya,baru daftar belum memasukan id card sudah di blokir diharuskan menghubungi nomor tapi tidak bisa dihubungi daftar ulang tetap tidak bisa sementata untuk daftar ke kantor terlalu jauh dari daerah saya,"['baru', 'daftar', 'belum', 'memasukan', 'id', 'card', 'sudah', 'di', 'blokir', 'diharuskan', 'menghubungi', 'nomor', 'tapi', 'tidak', 'bisa', 'dihubungi', 'daftar', 'ulang', 'tetap', 'tidak', 'bisa', 'sementata', 'untuk', 'daftar', 'ke', 'kantor', 'terlalu', 'jauh', 'dari', 'daerah', 'saya']","['daftar', 'memasukan', 'id', 'card', 'blokir', 'diharuskan', 'menghubungi', 'nomor', 'dihubungi', 'daftar', 'ulang', 'sementata', 'daftar', 'kantor', 'daerah']","['daftar', 'pasu', 'id', 'card', 'blokir', 'harus', 'hubung', 'nomor', 'hubung', 'daftar', 'ulang', 'tata', 'daftar', 'kantor', 'daerah']",daftar pasu id card blokir harus hubung nomor hubung daftar ulang tata daftar kantor daerah
respon lambat. KODE negara tida muncul,1,respon lambat. KODE negara tida muncul,respon lambat KODE negara tida muncul,respon lambat kode negara tida muncul,respon lambat kode negara tidak muncul,"['respon', 'lambat', 'kode', 'negara', 'tidak', 'muncul']","['respon', 'lambat', 'kode', 'negara', 'muncul']","['respon', 'lambat', 'kode', 'negara', 'muncul']",respon lambat kode negara muncul
"kacau pas verivikasi muka knp gagal trs, pdhl udh ikut instruksi buka mulut, tengok kanan kiri. Aplikasi bosok",1,"kacau pas verivikasi muka knp gagal trs, pdhl udh ikut instruksi buka mulut, tengok kanan kiri. Aplikasi bosok",kacau pas verivikasi muka knp gagal trs pdhl udh ikut instruksi buka mulut tengok kanan kiri Aplikasi bosok,kacau pas verivikasi muka knp gagal trs pdhl udh ikut instruksi buka mulut tengok kanan kiri aplikasi bosok,kacau pas verifikasi muka knp gagal terus padahal sudah ikut instruksi buka mulut tengok kanan kiri aplikasi bosok,"['kacau', 'pas', 'verifikasi', 'muka', 'knp', 'gagal', 'terus', 'padahal', 'sudah', 'ikut', 'instruksi', 'buka', 'mulut', 'tengok', 'kanan', 'kiri', 'aplikasi', 'bosok']","['kacau', 'pas', 'verifikasi', 'muka', 'knp', 'gagal', 'instruksi', 'buka', 'mulut', 'tengok', 'kanan', 'kiri', 'aplikasi', 'bosok']","['kacau', 'pas', 'verifikasi', 'muka', 'knp', 'gagal', 'instruksi', 'buka', 'mulut', 'tengok', 'kanan', 'kiri', 'aplikasi', 'bosok']",kacau pas verifikasi muka knp gagal instruksi buka mulut tengok kanan kiri aplikasi bosok
sangat lemooottt sekaliii untuk qris loading lama sekali dan sering terjadi kendala,1,sangat lemooottt sekaliii untuk qris loading lama sekali dan sering terjadi kendala,sangat lemot sekali untuk qris loading lama sekali dan sering terjadi kendala,sangat lemot sekali untuk qris loading lama sekali dan sering terjadi kendala,sangat lambat sekali untuk qris loading lama sekali dan sering terjadi kendala,"['sangat', 'lambat', 'sekali', 'untuk', 'qris', 'loading', 'lama', 'sekali', 'dan', 'sering', 'terjadi', 'kendala']","['lambat', 'qris', 'loading', 'kendala']","['lambat', 'qris', 'loading', 'kendala']",lambat qris loading kendala
